#2013 ACS data (B25040),,,,,,,,,,,,,,,,,,,,
Community Name,Borough/Census Area,Total,Error Total,Utility Gas,Error Utility gas,LP,Error LP,Electricity,Error Electricity,Fuel Oil,Error Fuel Oil,Coal,Error Coal,Wood,Error Wood,Solar,Error Solar,Other,Error Other,No fuel used
Silver Springs,Valdez-Cordova Census Area,1,0.0481892523,0.0464369159,0.0181074766,0.0292056075,0.0204439252,0.0227803738,0.0143107477,0.6787383178,0.0514018692,0.003796729,0.0035046729,0.2129088785,0.0362149533,0,0.003796729,0.003796729,0.004088785,0.0023364486
Sitka,Sitka City and Borough,1,0.044738323,0.0188519977,0.0126617895,0.050365785,0.022228475,0.3005064716,0.0402363534,0.5621834553,0.0464265616,0.0014068655,0.002813731,0.0593697243,0.0177265053,0,0.0036578503,0.0025323579,0.0022509848,0.0047833427
Skagway,Skagway Municipality,1,0.1480582524,0.0242718447,0.0291262136,0.0509708738,0.0412621359,0.0339805825,0.0194174757,0.8009708738,0.1334951456,0,0.0218446602,0.0898058252,0.036407767,0,0.0218446602,0,0.0218446602,0
Skwentna,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Slana,Valdez-Cordova Census Area,1,0.0481892523,0.0464369159,0.0181074766,0.0292056075,0.0204439252,0.0227803738,0.0143107477,0.6787383178,0.0514018692,0.003796729,0.0035046729,0.2129088785,0.0362149533,0,0.003796729,0.003796729,0.004088785,0.0023364486
Sleetmute,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Soldotna,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Solomon,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
South Lakes,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
South Naknek,Bristol Bay Borough,1,0.1302083333,0,0.0234375,0,0.0234375,0,0.0234375,0.9635416667,0.125,0,0.0234375,0.0130208333,0.0104166667,0,0.0234375,0.0182291667,0.015625,0.0052083333
South Van Horn,Fairbanks North Star Borough,1,0.0178992919,0.0543160616,0.0081488142,0.0139934809,0.0043835001,0.0694335169,0.009385186,0.7566595482,0.0226480836,0.0169439137,0.0050297853,0.0701079015,0.0103405642,0.0003652917,0.0006181859,0.0141620771,0.0043835001,0.0040182084
Squaw Harbor,Aleutians East Borough,1,0.3977011494,0.0137931034,0.0229885057,0.0022988506,0.0114942529,0.0275862069,0.0252873563,0.9218390805,0.3563218391,0,0.0206896552,0.0298850575,0.0252873563,0,0.0206896552,0.0045977011,0.0068965517,0
Stebbins,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Steele Creek,Fairbanks North Star Borough,1,0.0178992919,0.0543160616,0.0081488142,0.0139934809,0.0043835001,0.0694335169,0.009385186,0.7566595482,0.0226480836,0.0169439137,0.0050297853,0.0701079015,0.0103405642,0.0003652917,0.0006181859,0.0141620771,0.0043835001,0.0040182084
Sterling,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Stevens Village,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Stony River,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Sunrise,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Suntrana,Denali Borough,1,0.1201117318,0.0139664804,0.0223463687,0,0.0125698324,0.0363128492,0.0279329609,0.5656424581,0.1131284916,0.155027933,0.0642458101,0.2290502793,0.0726256983,0,0.0125698324,0,0.0125698324,0
Susitna,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Susitna North,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Sutton-Alpine,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Takotna,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Talkeetna,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Tanacross,Southeast Fairbanks Census Area,1,0.0657781599,0.035683577,0.0227858985,0.0047291488,0.0073086844,0.0494411006,0.024505589,0.5352536543,0.056749785,0.0030094583,0.0042992261,0.3632846088,0.049011178,0.0004299226,0.0008598452,0.0021496131,0.0038693035,0.0060189166
Tanaina,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Tanana,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Tatitlek,Valdez-Cordova Census Area,1,0.0481892523,0.0464369159,0.0181074766,0.0292056075,0.0204439252,0.0227803738,0.0143107477,0.6787383178,0.0514018692,0.003796729,0.0035046729,0.2129088785,0.0362149533,0,0.003796729,0.003796729,0.004088785,0.0023364486
Tazlina,Valdez-Cordova Census Area,1,0.0481892523,0.0464369159,0.0181074766,0.0292056075,0.0204439252,0.0227803738,0.0143107477,0.6787383178,0.0514018692,0.003796729,0.0035046729,0.2129088785,0.0362149533,0,0.003796729,0.003796729,0.004088785,0.0023364486
Telida,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Teller,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Tenakee Springs,Hoonah-Angoon Census Area,1,0.0720430108,0.0204301075,0.0129032258,0.0150537634,0.011827957,0.0139784946,0.011827957,0.6419354839,0.0709677419,0,0.0096774194,0.3032258065,0.0537634409,0.0043010753,0.0064516129,0.0010752688,0.0043010753,0
Tetlin,Southeast Fairbanks Census Area,1,0.0657781599,0.035683577,0.0227858985,0.0047291488,0.0073086844,0.0494411006,0.024505589,0.5352536543,0.056749785,0.0030094583,0.0042992261,0.3632846088,0.049011178,0.0004299226,0.0008598452,0.0021496131,0.0038693035,0.0060189166
Thane,Juneau City and Borough,1,0.0177700636,0.0234730143,0.0078518886,0.0299198281,0.010083478,0.2255558311,0.0214067278,0.6707992396,0.0264484668,0.0011571204,0.001983635,0.0334738408,0.0115712042,0,0.0016530292,0.0101661294,0.005041739,0.0054549963
Thom's Place,Wrangell City and Borough,1,0.0774586597,0.0208877285,0.0217580505,0.001740644,0.0034812881,0.3542210618,0.0661444735,0.3672758921,0.0678851175,0,0.0078328982,0.2428198433,0.0644038294,0,0.0078328982,0.0104438642,0.0139251523,0.0026109661
Thorne Bay,Prince of Wales-Hyder Census Area,1,0.0428571429,0.00625,0.0040178571,0.0325892857,0.0116071429,0.1299107143,0.025,0.4830357143,0.0415178571,0.0008928571,0.0013392857,0.3424107143,0.0379464286,0,0.0058035714,0.0040178571,0.0026785714,0.0008928571
Togiak,Dillingham Census Area,1,0.0455563854,0.0164301718,0.0126960418,0,0.0097087379,0.0126960418,0.0104555639,0.8528752801,0.0485436893,0,0.0097087379,0.1127707244,0.0238984317,0.002240478,0.0044809559,0.002987304,0.0052277819,0
Tok,Southeast Fairbanks Census Area,1,0.0657781599,0.035683577,0.0227858985,0.0047291488,0.0073086844,0.0494411006,0.024505589,0.5352536543,0.056749785,0.0030094583,0.0042992261,0.3632846088,0.049011178,0.0004299226,0.0008598452,0.0021496131,0.0038693035,0.0060189166
Toksook Bay,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Tolsona,Valdez-Cordova Census Area,1,0.0481892523,0.0464369159,0.0181074766,0.0292056075,0.0204439252,0.0227803738,0.0143107477,0.6787383178,0.0514018692,0.003796729,0.0035046729,0.2129088785,0.0362149533,0,0.003796729,0.003796729,0.004088785,0.0023364486
Tonsina,Valdez-Cordova Census Area,1,0.0481892523,0.0464369159,0.0181074766,0.0292056075,0.0204439252,0.0227803738,0.0143107477,0.6787383178,0.0514018692,0.003796729,0.0035046729,0.2129088785,0.0362149533,0,0.003796729,0.003796729,0.004088785,0.0023364486
Trapper Creek,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Tuluksak,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Tuntutuliak,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Tununak,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Twin Hills,Dillingham Census Area,1,0.0455563854,0.0164301718,0.0126960418,0,0.0097087379,0.0126960418,0.0104555639,0.8528752801,0.0485436893,0,0.0097087379,0.1127707244,0.0238984317,0.002240478,0.0044809559,0.002987304,0.0052277819,0
Two Rivers,Fairbanks North Star Borough,1,0.0178992919,0.0543160616,0.0081488142,0.0139934809,0.0043835001,0.0694335169,0.009385186,0.7566595482,0.0226480836,0.0169439137,0.0050297853,0.0701079015,0.0103405642,0.0003652917,0.0006181859,0.0141620771,0.0043835001,0.0040182084
Tyonek,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Uganik,Kodiak Island Borough,1,0.0399911131,0.0344367918,0.0153299267,0.0048878027,0.0046656299,0.0806487447,0.0277716063,0.8049322373,0.0499888914,0,0.0033325928,0.056431904,0.0204399022,0,0.0033325928,0.0171073095,0.0102199511,0.00155521
Ugashik,Lake and Peninsula Borough,1,0.1161417323,0,0.0177165354,0,0.0177165354,0.0118110236,0.0118110236,0.8661417323,0.1122047244,0,0.0177165354,0.1141732283,0.031496063,0,0.0177165354,0.0078740157,0.0078740157,0
Umiat,North Slope Borough,1,0.083919598,0.6658291457,0.0547738693,0.0005025126,0.0015075377,0.027638191,0.0165829146,0.3035175879,0.0467336683,0,0.0065326633,0,0.0065326633,0,0.0065326633,0.0025125628,0.0020100503,0
Umkumiute,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Unalakleet,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Unalaska,Aleutians West Census Area,1,0.0968054211,0.0193610842,0.0145208132,0.013552759,0.0096805421,0.0387221684,0.01839303,0.8741529526,0.0880929332,0,0.0125847047,0.0145208132,0.0096805421,0,0.0125847047,0.0377541142,0.0174249758,0.0019361084
Unga,Aleutians East Borough,1,0.3977011494,0.0137931034,0.0229885057,0.0022988506,0.0114942529,0.0275862069,0.0252873563,0.9218390805,0.3563218391,0,0.0206896552,0.0298850575,0.0252873563,0,0.0206896552,0.0045977011,0.0068965517,0
Upper Kalskag,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Usibelli,Denali Borough,1,0.1201117318,0.0139664804,0.0223463687,0,0.0125698324,0.0363128492,0.0279329609,0.5656424581,0.1131284916,0.155027933,0.0642458101,0.2290502793,0.0726256983,0,0.0125698324,0,0.0125698324,0
Uyak,Kodiak Island Borough,1,0.0399911131,0.0344367918,0.0153299267,0.0048878027,0.0046656299,0.0806487447,0.0277716063,0.8049322373,0.0499888914,0,0.0033325928,0.056431904,0.0204399022,0,0.0033325928,0.0171073095,0.0102199511,0.00155521
Valdez,Valdez-Cordova Census Area,1,0.0481892523,0.0464369159,0.0181074766,0.0292056075,0.0204439252,0.0227803738,0.0143107477,0.6787383178,0.0514018692,0.003796729,0.0035046729,0.2129088785,0.0362149533,0,0.003796729,0.003796729,0.004088785,0.0023364486
Venetie,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Voznesenka Village,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Wainwright,North Slope Borough,1,0.083919598,0.6658291457,0.0547738693,0.0005025126,0.0015075377,0.027638191,0.0165829146,0.3035175879,0.0467336683,0,0.0065326633,0,0.0065326633,0,0.0065326633,0.0025125628,0.0020100503,0
Wales,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Ward Cove,Ketchikan Gateway Borough,1,0.0343720491,0.0209631728,0.0094428706,0.0343720491,0.0103871577,0.2513692162,0.0309726157,0.6039660057,0.0409820585,0,0.0028328612,0.0781869688,0.0207743154,0,0.0028328612,0.0107648725,0.0081208687,0.0003777148
Wasilla,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Whale Pass,Prince of Wales-Hyder Census Area,1,0.0428571429,0.00625,0.0040178571,0.0325892857,0.0116071429,0.1299107143,0.025,0.4830357143,0.0415178571,0.0008928571,0.0013392857,0.3424107143,0.0379464286,0,0.0058035714,0.0040178571,0.0026785714,0.0008928571
White Mountain,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Whitestone,Southeast Fairbanks Census Area,1,0.0657781599,0.035683577,0.0227858985,0.0047291488,0.0073086844,0.0494411006,0.024505589,0.5352536543,0.056749785,0.0030094583,0.0042992261,0.3632846088,0.049011178,0.0004299226,0.0008598452,0.0021496131,0.0038693035,0.0060189166
Whitestone Logging Camp,Hoonah-Angoon Census Area,1,0.0720430108,0.0204301075,0.0129032258,0.0150537634,0.011827957,0.0139784946,0.011827957,0.6419354839,0.0709677419,0,0.0096774194,0.3032258065,0.0537634409,0.0043010753,0.0064516129,0.0010752688,0.0043010753,0
Whittier,Valdez-Cordova Census Area,1,0.0481892523,0.0464369159,0.0181074766,0.0292056075,0.0204439252,0.0227803738,0.0143107477,0.6787383178,0.0514018692,0.003796729,0.0035046729,0.2129088785,0.0362149533,0,0.003796729,0.003796729,0.004088785,0.0023364486
Williamsport,Lake and Peninsula Borough,1,0.1161417323,0,0.0177165354,0,0.0177165354,0.0118110236,0.0118110236,0.8661417323,0.1122047244,0,0.0177165354,0.1141732283,0.031496063,0,0.0177165354,0.0078740157,0.0078740157,0
Willow,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Willow Creek,Valdez-Cordova Census Area,1,0.0481892523,0.0464369159,0.0181074766,0.0292056075,0.0204439252,0.0227803738,0.0143107477,0.6787383178,0.0514018692,0.003796729,0.0035046729,0.2129088785,0.0362149533,0,0.003796729,0.003796729,0.004088785,0.0023364486
Wiseman,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Womens Bay,Kodiak Island Borough,1,0.0399911131,0.0344367918,0.0153299267,0.0048878027,0.0046656299,0.0806487447,0.0277716063,0.8049322373,0.0499888914,0,0.0033325928,0.056431904,0.0204399022,0,0.0033325928,0.0171073095,0.0102199511,0.00155521
Woody Island,Kodiak Island Borough,1,0.0399911131,0.0344367918,0.0153299267,0.0048878027,0.0046656299,0.0806487447,0.0277716063,0.8049322373,0.0499888914,0,0.0033325928,0.056431904,0.0204399022,0,0.0033325928,0.0171073095,0.0102199511,0.00155521
Wrangell,Wrangell City and Borough,1,0.0774586597,0.0208877285,0.0217580505,0.001740644,0.0034812881,0.3542210618,0.0661444735,0.3672758921,0.0678851175,0,0.0078328982,0.2428198433,0.0644038294,0,0.0078328982,0.0104438642,0.0139251523,0.0026109661
Yakutat,Yakutat City and Borough,1,0.1653543307,0.0393700787,0.0433070866,0.0039370079,0.0118110236,0.0433070866,0.031496063,0.7795275591,0.1417322835,0,0.0354330709,0.1299212598,0.0590551181,0,0.0354330709,0.0039370079,0.0078740157,0
